         178517894 function calls (177366111 primitive calls) in 57.099 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
       10    0.000    0.000    0.000    0.000 axis.py:922(_translate_tick_kw)
        4    0.000    0.000    0.000    0.000 {built-in method _csv.writer}
       45    0.000    0.000    0.000    0.000 colors.py:277(<genexpr>)
       14    0.000    0.000    0.000    0.000 getlimits.py:366(__new__)
       48    0.000    0.000    0.000    0.000 relativedelta.py:404(__radd__)
       51    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:867(__exit__)
        9    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:58(__init__)
       65    0.000    0.000    0.000    0.000 font_manager.py:1030(get_default_size)
       17    0.000    0.000    0.000    0.000 common.py:190(all_none)
        8    0.000    0.000    0.006    0.001 indexing.py:1011(_getitem_iterable)
      136    0.000    0.000    0.000    0.000 stride_tricks.py:119(<genexpr>)
       44    0.000    0.000    0.000    0.000 {method 'translate' of 'str' objects}
       40    0.000    0.000    0.000    0.000 typing.py:646(_is_dunder)
       92    0.000    0.000    0.000    0.000 sre_parse.py:160(__len__)
       32    0.000    0.000    0.000    0.000 <__array_function__ internals>:2(round_)
        2    0.000    0.000    0.001    0.000 format.py:992(_get_formatted_column_labels)
        7    0.000    0.000    0.000    0.000 datetimes.py:175(_box_as_indexlike)
        6    0.000    0.000    0.000    0.000 blocks.py:514(astype)
        3    0.000    0.000    0.000    0.000 offsetbox.py:783(__init__)
        5    0.000    0.000    0.000    0.000 nanfunctions.py:68(_replace_nan)
       30    0.000    0.000    0.000    0.000 base.py:109(__setattr__)
        4    0.000    0.000    0.000    0.000 patches.py:2163(transmute)
        8    0.000    0.000    0.000    0.000 axis.py:1175(<listcomp>)
       48    0.000    0.000    0.000    0.000 relativedelta.py:596(_sign)
      134    0.000    0.000    0.000    0.000 backend_bases.py:778(restore)
        9    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:103(release)
       51    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:863(__enter__)
       56    0.000    0.000    0.000    0.000 construction.py:274(<listcomp>)
        6    0.000    0.000    0.000    0.000 generic.py:5393(astype)
        4    0.000    0.000    0.001    0.000 blocks.py:1938(to_native_types)
        8    0.000    0.000    0.000    0.000 dates.py:993(_aware_return_wrapper)
       20    0.000    0.000    0.000    0.000 text.py:1093(set_position)
        7    0.000    0.000    0.000    0.000 parsers.py:2089(close)
        5    0.000    0.000    0.000    0.000 RandomForest.py:42(<listcomp>)
        1    0.000    0.000    0.000    0.000 inspect.py:2889(_bind)
      103    0.000    0.000    0.000    0.000 __init__.py:1598(<lambda>)
       52    0.000    0.000    0.000    0.000 _methods.py:41(_amin)
       12    0.000    0.000    0.000    0.000 argparse.py:2370(_get_values)
      134    0.000    0.000    0.000    0.000 backend_bases.py:1009(get_hatch_linewidth)
       12    0.000    0.000    0.000    0.000 argparse.py:1868(take_action)
        8    0.000    0.000    0.006    0.001 axis.py:1346(get_majorticklocs)
        4    0.000    0.000    0.000    0.000 __init__.py:524(_should_reindex_frame_op)
       28    0.000    0.000    0.000    0.000 common.py:274(maybe_iterable_to_list)
        2    0.000    0.000    0.001    0.000 _base.py:310(_plot_args)
       56    0.000    0.000    0.000    0.000 {built-in method math.copysign}
        9    0.000    0.000    0.000    0.000 enum.py:833(__and__)
       14    0.000    0.000    0.000    0.000 parsers.py:1553(_has_complex_date_col)
      134    0.000    0.000    0.000    0.000 backend_bases.py:857(get_snap)
       31    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1265(_path_importer_cache)
       16    0.000    0.000    0.000    0.000 patches.py:382(set_linewidth)
        1    0.000    0.000    0.000    0.000 csvs.py:33(CSVFormatter)
        4    0.000    0.000    0.000    0.000 frame.py:5873(_construct_result)
        5    0.000    0.000    0.000    0.000 typing.py:172(_collect_type_vars)
        1    0.000    0.000    0.000    0.000 __init__.py:2318(readprofile)
      126    0.000    0.000    0.000    0.000 text.py:1241(get_usetex)
       19    0.000    0.000    0.000    0.000 axis.py:526(_get_text2_transform)
       19    0.000    0.000    0.000    0.000 axis.py:523(_get_text1_transform)
        1    0.000    0.000    0.001    0.001 argparse.py:1650(__init__)
      134    0.000    0.000    0.000    0.000 backend_bases.py:990(get_hatch)
        2    0.000    0.000    0.120    0.060 _backend_tk.py:550(set_cursor)
       17    0.000    0.000    0.000    0.000 transforms.py:763(unit)
       42    0.000    0.000    0.000    0.000 {built-in method math.sin}
        8    0.000    0.000    0.000    0.000 dates.py:1010(normalize_args)
       32    0.000    0.000    0.000    0.000 fromnumeric.py:3168(around)
        3    0.000    0.000    0.000    0.000 series.py:2704(_binop)
        2    0.000    0.000    0.001    0.000 legend_handler.py:229(create_artists)
        4    0.000    0.000    0.000    0.000 _base.py:1436(apply_aspect)
      182    0.000    0.000    0.000    0.000 backend_bases.py:162(close_group)
        8    0.000    0.000    0.000    0.000 rrule.py:1116(__init__)
       32    0.000    0.000    0.000    0.000 <__array_function__ internals>:2(around)
        3    0.000    0.000    0.000    0.000 blocks.py:656(to_native_types)
        1    0.000    0.000    0.016    0.016 backend_bases.py:2698(__init__)
      144    0.000    0.000    0.000    0.000 rrule.py:562(<genexpr>)
       10    0.000    0.000    0.002    0.000 __init__.py:4059(__init__)
        1    0.000    0.000    0.000    0.000 _backend_tk.py:289(enter_notify_event)
       99    0.000    0.000    0.000    0.000 font_manager.py:839(set_file)
        8    0.000    0.000    0.000    0.000 transforms.py:704(<listcomp>)
       62    0.000    0.000    0.000    0.000 sre_parse.py:111(__init__)
       43    0.000    0.000    0.000    0.000 __init__.py:1881(__init__)
       75    0.000    0.000    0.000    0.000 ticker.py:220(set_axis)
        1    0.000    0.000    0.000    0.000 nanfunctions.py:1421(nanvar)
        2    0.000    0.000    0.000    0.000 _base.py:1116(_set_title_offset_trans)
       62    0.000    0.000    0.000    0.000 {method 'get_width_height' of 'matplotlib.ft2font.FT2Font' objects}
        8    0.000    0.000    0.001    0.000 spines.py:374(draw)
        7    0.000    0.000    0.000    0.000 parsers.py:2099(_set_noconvert_columns)
        4    0.000    0.000    0.000    0.000 {method 'searchsorted' of 'numpy.ndarray' objects}
        2    0.000    0.000    0.000    0.000 config.py:112(_set_option)
        8    0.000    0.000    0.000    0.000 fromnumeric.py:2490(ptp)
       12    0.000    0.000    0.000    0.000 argparse.py:1889(consume_optional)
        1    0.000    0.000    0.000    0.000 _pylab_helpers.py:40(destroy)
      4/3    0.000    0.000    0.002    0.001 <frozen importlib._bootstrap>:650(_load_unlocked)
        8    0.000    0.000    0.000    0.000 transforms.py:705(<listcomp>)
        1    0.000    0.000    0.000    0.000 frequencies.py:294(mdiffs)
       12    0.000    0.000    0.000    0.000 indexing.py:694(_has_valid_tuple)
       12    0.000    0.000    0.000    0.000 argparse.py:2096(_match_argument)
       34    0.000    0.000    0.000    0.000 common.py:150(ensure_python_int)
       16    0.000    0.000    0.000    0.000 ticker.py:1984(closeto)
        7    0.000    0.000    0.000    0.000 parsers.py:1855(_infer_types)
        1    0.000    0.000    0.002    0.002 utils.py:24(compute_metrics)
        7    0.000    0.000    0.000    0.000 datetimes.py:542(__array__)
        5    0.000    0.000    0.001    0.000 strings.py:2821(contains)
        1    0.000    0.000    0.000    0.000 __init__.py:170(disconnect)
        8    0.000    0.000    0.000    0.000 base.py:793(copy)
       32    0.000    0.000    0.000    0.000 relativedelta.py:272(_set_months)
       36    0.000    0.000    0.000    0.000 indexing.py:866(<genexpr>)
        1    0.000    0.000    0.000    0.000 stats.py:652(sharpe_ratio)
       32    0.000    0.000    0.000    0.000 fromnumeric.py:3628(round_)
       17    0.000    0.000    0.000    0.000 argparse.py:598(_format_args)
       46    0.000    0.000    0.000    0.000 sre_parse.py:286(tell)
        8    0.000    0.000    0.000    0.000 dates.py:944(__init__)
        8    0.000    0.000    0.000    0.000 function_base.py:2080(__call__)
        3    0.000    0.000    0.000    0.000 nanfunctions.py:862(nanmean)
      117    0.000    0.000    0.000    0.000 markers.py:246(get_fillstyle)
      138    0.000    0.000    0.000    0.000 fromnumeric.py:2709(_amin_dispatcher)
       92    0.000    0.000    0.000    0.000 backend_bases.py:975(set_snap)
        8    0.000    0.000    0.000    0.000 transforms.py:706(<listcomp>)
       34    0.000    0.000    0.000    0.000 markers.py:301(get_transform)
        2    0.000    0.000    0.000    0.000 dates.py:1344(nonsingular)
     12/8    0.000    0.000    0.002    0.000 offsetbox.py:460(<listcomp>)
        1    0.000    0.000    0.003    0.003 satoshi.py:15(get_args)
       13    0.000    0.000    0.000    0.000 transforms.py:2622(get_matrix)
        8    0.000    0.000    0.000    0.000 base.py:1216(_set_names)
       17    0.000    0.000    0.000    0.000 _collections_abc.py:252(__subclasshook__)
        1    0.000    0.000    0.000    0.000 stats.py:811(downside_risk)
        1    0.000    0.000    0.004    0.004 _backend_tk.py:530(destroy)
       20    0.000    0.000    0.000    0.000 offsetbox.py:730(get_extent)
        7    0.000    0.000    0.000    0.000 axis.py:1504(update_units)
       34    0.000    0.000    0.000    0.000 __init__.py:1353(bind)
      134    0.000    0.000    0.000    0.000 backend_bases.py:1013(get_sketch_params)
        5    0.000    0.000    0.001    0.000 missing.py:561(remove_na_arraylike)
       32    0.000    0.000    0.000    0.000 {built-in method math.log10}
      134    0.000    0.000    0.000    0.000 backend_bases.py:1001(get_hatch_color)
        5    0.000    0.000    0.000    0.000 genericpath.py:39(isdir)
        4    0.000    0.000    0.000    0.000 transforms.py:1652(_set)
       12    0.000    0.000    0.000    0.000 indexing.py:709(_is_nested_tuple_indexer)
       10    0.000    0.000    0.000    0.000 format.py:1287(__init__)
        6    0.000    0.000    0.000    0.000 transforms.py:2221(__init__)
       14    0.000    0.000    0.000    0.000 __init__.py:1633(safe_first_element)
       19    0.000    0.000    0.000    0.000 __init__.py:118(__init__)
        8    0.000    0.000    0.000    0.000 generic.py:562(_set_axis)
       13    0.000    0.000    0.000    0.000 core.py:588(filled)
       16    0.000    0.000    0.000    0.000 scale.py:97(__init__)
       16    0.000    0.000    0.000    0.000 argparse.py:863(__init__)
       92    0.000    0.000    0.000    0.000 artist.py:633(get_sketch_params)
        1    0.000    0.000    0.000    0.000 argparse.py:1786(parse_known_args)
        1    0.000    0.000    0.000    0.000 axis.py:1945(_get_label)
        8    0.000    0.000    0.000    0.000 base.py:3194(_convert_listlike_indexer)
        2    0.000    0.000    0.003    0.001 blocks.py:340(apply)
       12    0.000    0.000    0.000    0.000 spines.py:154(get_patch_transform)
        8    0.000    0.000    0.003    0.000 dates.py:1140(__call__)
       44    0.000    0.000    0.000    0.000 re.py:270(escape)
        8    0.000    0.000    0.002    0.000 managers.py:1284(<listcomp>)
       12    0.000    0.000    0.000    0.000 indexing.py:1400(_is_scalar_access)
        9    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:147(__enter__)
        2    0.000    0.000    0.000    0.000 dates.py:1273(__init__)
        5    0.000    0.000    0.000    0.000 series.py:3252(_try_kind_sort)
       14    0.000    0.000    0.000    0.000 re.py:325(_subx)
        1    0.000    0.000    0.000    0.000 {built-in method time.tzset}
       69    0.000    0.000    0.000    0.000 {built-in method _imp.acquire_lock}
        4    0.000    0.000    0.001    0.000 spines.py:517(linear_spine)
        9    0.000    0.000    0.001    0.000 sre_compile.py:598(_code)
       58    0.000    0.000    0.000    0.000 backend_bases.py:912(set_dashes)
       33    0.000    0.000    0.000    0.000 axis.py:666(formatter)
        5    0.000    0.000    0.001    0.000 series.py:4821(dropna)
        8    0.000    0.000    0.001    0.000 base.py:4700(get_indexer_for)
        5    0.000    0.000    0.000    0.000 BaseStrategy.py:31(<dictcomp>)
      103    0.000    0.000    0.000    0.000 stride_tricks.py:200(_broadcast_arrays_dispatcher)
        2    0.000    0.000    0.000    0.000 format.py:633(_chk_truncate)
        8    0.000    0.000    0.000    0.000 dates.py:950(set)
        6    0.000    0.000    0.001    0.000 strings.py:121(_na_map)
       46    0.000    0.000    0.000    0.000 argparse.py:1324(_registry_get)
        4    0.000    0.000    0.000    0.000 __init__.py:433(_align_method_FRAME)
       17    0.000    0.000    0.000    0.000 argparse.py:1601(_add_action)
       68    0.000    0.000    0.000    0.000 text.py:554(set_wrap)
        8    0.000    0.000    0.000    0.000 base.py:1193(_validate_names)
        2    0.000    0.000    0.000    0.000 format.py:1049(_get_formatted_index)
       23    0.000    0.000    0.000    0.000 pathlib.py:292(splitroot)
        3    0.000    0.000    0.004    0.001 _base.py:2727(grid)
       24    0.000    0.000    0.000    0.000 genericpath.py:16(exists)
        1    0.000    0.000    0.000    0.000 _base.py:612(_set_lim_and_transforms)
       34    0.000    0.000    0.000    0.000 lines.py:963(get_markerfacecolor)
       16    0.000    0.000    0.000    0.000 <__array_function__ internals>:2(diff)
       96    0.000    0.000    0.000    0.000 offsetbox.py:151(<genexpr>)
        8    0.000    0.000    0.000    0.000 pathlib.py:674(_from_parts)
        8    0.000    0.000    0.000    0.000 pathlib.py:714(__str__)
       60    0.000    0.000    0.000    0.000 _collections_abc.py:271(__subclasshook__)
        9    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap_external>:1334(find_spec)
       37    0.000    0.000    0.000    0.000 argparse.py:1320(register)
       42    0.000    0.000    0.000    0.000 {method 'get_bitmap_offset' of 'matplotlib.ft2font.FT2Font' objects}
